customer_id,customer_name,gender,city,state,signup_date,membership,age
C00822,Dhriti,Female,Belagavi,KA,2023-10-27,None,28
C00823,Arafat,Male,Belagavi,KA,2023-02-13,None,50
C00824,Ankita,Female,Patiala,PB,2023-01-19,Gold,25
C00825,Sourabh,Male,Mangaluru,KA,2024-07-20,Gold,33
C00826,Dhriti,Female,Jalandhar,PB,2024-09-21,Silver,60
C00827,Priya,Female,Pune,MH,2023-08-04,None,23
C00828,Shreya,Female,Belagavi,KA,2023-04-23,None,58
C00829,Vishal,Male,Ludhiyana,PB,2025-02-12,Silver,69
C00830,Briti,Female,Surat,GJ,2025-05-04,Platinum,34
C00831,Minakshi,Female,Mangaluru,KA,2024-08-19,Silver,20
C00832,Suraj,Male,Hubballi-Dharwad,KA,2024-05-16,None,69
C00833,Rahul,Male,Udaipur,RJ,2025-05-18,Gold,51
C00834,Rahul,Male,Mysuru,KA,2023-04-15,Silver,44
C00835,Prem,Male,Jalandhar,PB,2024-01-10,None,30
C00836,Dhriti,Female,Jalandhar,PB,2023-11-22,Silver,19
C00837,Dhoni,Male,Mumbai,MH,2023-07-01,Silver,65
C00838,Nitesh,Male,Dadar,MH,2023-11-10,Silver,29
C00839,Sourabh,Male,Patiala,PB,2024-06-13,None,23
C00840,Brijesh,Male,Nashik,MH,2023-05-17,Platinum,33
C00841,Briti,Female,Jalandhar,PB,2025-05-25,Platinum,22
C00842,Ankita,Female,Patiala,PB,2023-10-18,None,56
C00843,Prem,Male,Vasai,MH,2023-01-13,None,27
C00844,Dhoni,Male,Ludhiyana,PB,2024-08-01,Gold,25
C00845,Sakhshi,Female,Patiala,PB,2023-05-01,None,54
C00846,Briti,Female,Jalandhar,PB,2025-05-03,None,35
C00847,Suraj,Male,Hubballi-Dharwad,KA,2025-03-08,Gold,31
C00848,Priya,Female,Nashik,MH,2023-07-07,Platinum,18
C00849,Minakshi,Female,Solapur,MH,2024-05-27,None,68
C00850,Sharda,Female,Palghar,MH,2024-09-30,Platinum,54
C00851,Minakshi,Female,Solapur,MH,2024-05-05,Silver,43
C00852,Sneha,Female,Bengaluru,KA,2024-07-02,Silver,67
C00853,Dhoni,Male,Pune,MH,2024-03-05,Platinum,58
C00854,Rahul,Male,Mysuru,KA,2024-03-17,Gold,23
C00855,Minakshi,Female,Patiala,PB,2024-07-29,Silver,42
C00856,Param,Male,Palghar,MH,2025-01-09,Gold,40
C00857,Dhoni,Male,Bengaluru,KA,2023-08-01,Silver,36
C00858,Priya,Female,Bengaluru,KA,2024-06-07,Gold,20
C00859,Priya,Female,Pune,MH,2023-03-06,Gold,21
C00860,Anjali,Female,Mysuru,KA,2025-02-12,Silver,67
C00861,Anamika,Female,Jalandhar,PB,2024-08-26,Platinum,20
C00862,Briti,Female,Belagavi,KA,2025-04-09,Gold,69
C00863,Nitesh,Male,Dadar,MH,2023-11-28,Gold,41
C00864,Anamika,Female,Belagavi,KA,2023-07-04,Silver,43
C00865,Sonu,Male,Surat,GJ,2025-02-21,None,63
C00866,Anjali,Female,Patiala,PB,2025-03-18,None,41
C00867,Vivek,Male,Patiala,PB,2024-10-10,Platinum,41
C00868,Rahul,Male,Patiala,PB,2024-06-17,None,20
C00869,Sharda,Female,Chennai,TN,2025-04-29,Gold,40
C00870,Suraj,Male,Belagavi,KA,2023-06-18,Silver,69
C00871,Priya,Female,Pune,MH,2024-05-05,None,64
C00872,Briti,Female,Patiala,PB,2024-11-29,Silver,56
C00873,Minakshi,Female,Thane,MH,2024-01-28,Gold,61
C00874,Minakshi,Female,Solapur,MH,2024-03-16,None,21
C00875,Aarti,Female,Amritsar,PB,2024-05-24,Platinum,23
C00876,Briti,Female,Surat,GJ,2025-02-05,Silver,28
C00877,Samiksha,Female,Hubballi-Dharwad,KA,2024-09-16,None,53
C00878,Briti,Female,Jalandhar,PB,2025-02-19,Platinum,41
C00879,Dhoni,Male,Ludhiyana,PB,2024-12-03,Platinum,50
C00880,Rahul,Male,Patiala,PB,2023-09-17,Platinum,70
C00881,Suraj,Male,Amritsar,PB,2023-03-03,Platinum,31
C00882,Suraj,Male,Belagavi,KA,2024-06-30,Silver,30
C00883,Rahul,Male,Nashik,MH,2023-03-19,None,27
C00884,Vivek,Male,Patiala,PB,2024-09-26,Platinum,53
C00885,Sakhshi,Female,Nashik,MH,2023-07-09,Platinum,25
C00886,Vivek,Male,Patiala,PB,2024-08-06,Platinum,42
C00887,Aarti,Female,Hubballi-Dharwad,KA,2024-11-04,None,61
C00888,Minakshi,Female,Solapur,MH,2024-09-15,Gold,21
C00889,Prince,Male,Palghar,MH,2023-04-03,Gold,49
C00890,Vivek,Male,Mangaluru,KA,2024-08-18,Platinum,62
C00891,Minakshi,Female,Mysuru,KA,2023-12-21,None,33
C00892,Arafat,Male,Jalandhar,PB,2025-04-15,Gold,20
C00893,Anamika,Female,Belagavi,KA,2023-08-07,None,26
C00894,Ankita,Female,Mysuru,KA,2023-12-19,Gold,38
C00895,Sakhshi,Female,Nashik,MH,2023-07-03,Gold,69
C00896,Vivek,Male,Ahmedabad,GJ,2024-09-04,None,68
C00897,Rahul,Male,Mysuru,KA,2023-01-15,Platinum,54
C00898,Sakhshi,Female,Mysuru,KA,2023-04-17,Silver,24
C00899,Ankita,Female,Patiala,PB,2023-04-07,None,61
C00900,Rahul,Male,Patiala,PB,2023-01-15,Gold,61
C00901,Anamika,Female,Amritsar,PB,2024-06-22,None,35
C00902,Minakshi,Female,Ahmedabad,GJ,2024-10-26,Gold,34
C00903,Briti,Female,Patiala,PB,2024-11-16,Platinum,50
C00904,Arafat,Male,Jalandhar,PB,2025-02-11,Gold,62
C00905,Minakshi,Female,Solapur,MH,2024-04-27,Gold,33
C00906,Prince,Male,Palghar,MH,2023-06-30,Silver,44
C00907,Prince,Male,Palghar,MH,2023-06-26,Gold,55
C00908,Anjali,Female,Udaipur,RJ,2023-07-16,Silver,33
C00909,Anamika,Female,Belagavi,KA,2024-02-19,Gold,59
C00910,Brijesh,Male,Thane,MH,2023-10-30,Platinum,59
C00911,Arafat,Male,Belagavi,KA,2024-08-20,Silver,63
C00912,Shreya,Female,Belagavi,KA,2024-04-26,None,32
C00913,Brijesh,Male,Patiala,PB,2023-01-27,Silver,60
C00914,Suraj,Male,Hubballi-Dharwad,KA,2024-03-25,Silver,49
C00915,Vishal,Male,Jaipur,RJ,2024-01-14,Gold,25
C00916,Aarti,Female,Hubballi-Dharwad,KA,2023-11-19,None,53
C00917,Ankita,Female,Nashik,MH,2024-12-20,Platinum,25
C00918,Sharda,Female,Palghar,MH,2024-05-31,Silver,56
C00919,Anamika,Female,Dadar,MH,2023-06-01,Platinum,65
C00920,Vivek,Male,Mangaluru,KA,2024-07-30,None,49
C00921,Anamika,Female,Belagavi,KA,2024-01-29,Platinum,5
C00922,Sneha,Female,Mumbai,MH,2023-05-01,Silver,32
C00923,Anjali,Female,Nashik,MH,2024-03-17,Gold,45
C00924,Shreya,Female,Madhurai,TN,2024-04-12,None,21
C00925,Anamika,Female,Belagavi,KA,2023-07-21,Gold,54
C00926,Aarti,Female,Hubballi-Dharwad,KA,2024-11-11,None,57
C00927,Ankita,Female,Udaipur,RJ,2023-06-18,Gold,70
C00928,Nitesh,Male,Amritsar,PB,2023-11-28,Platinum,67
C00929,Arafat,Male,Vasai,MH,2024-12-25,Platinum,26
C00930,Amit,Male,Belagavi,KA,2023-01-31,Gold,42
C00931,Anamika,Female,Amritsar,PB,2025-06-02,Platinum,63
C00932,Anamika,Female,Amritsar,PB,2023-01-29,None,25
C00933,Prince,Male,Belagavi,KA,2024-01-30,Silver,18
C00934,Anjali,Female,Jaipur,RJ,2024-09-14,Platinum,55
C00935,Sakhshi,Female,Mysuru,KA,2023-06-01,Platinum,27
C00936,Briti,Female,Belagavi,KA,2025-02-16,Silver,22
C00937,Amol,Male,Amritsar,PB,2024-09-26,Platinum,33
C00938,Prem,Male,Jalandhar,PB,2023-02-25,Silver,60
C00939,Anamika,Female,Dadar,MH,2024-03-13,Silver,19
C00940,Arafat,Male,Belagavi,KA,2024-12-06,Gold,36
C00941,Prince,Male,Jalandhar,PB,2023-10-29,Platinum,51
C00943,Anamika,Female,Dadar,MH,2024-06-17,None,24
C00944,Anamika,Female,Belagavi,KA,2023-02-28,Gold,22
C00945,Sneha,Female,Pune,MH,2024-10-03,Silver,36
C00946,Briti,Female,Palghar,MH,2025-05-21,Silver,30
C00947,Sourabh,Male,Patiala,PB,2023-12-24,Gold,54
C00948,Brijesh,Male,Thane,MH,2023-09-24,Gold,30
C00949,Prince,Male,Palghar,MH,2023-09-30,Silver,20
C00950,Sonu,Male,Belagavi,KA,2025-03-23,Platinum,61
C00951,Brijesh,Male,Mysuru,KA,2023-08-31,Platinum,61
C00952,Sakhshi,Female,Nashik,MH,2023-05-30,Platinum,19
C00953,Vivek,Male,Solapur,MH,2024-08-08,Gold,23
C00954,Dhoni,Male,Ludhiyana,PB,2025-06-07,Gold,31
C00955,Briti,Female,Palghar,MH,2025-01-23,Platinum,55
C00956,Briti,Female,Belagavi,KA,2025-03-05,Gold,54
C00957,Suraj,Male,Hubballi-Dharwad,KA,2023-11-05,None,42
C00958,Brijesh,Male,Patiala,PB,2023-01-06,Gold,19
C00959,Sourabh,Male,Patiala,PB,2024-02-18,None,51
C00960,Prince,Male,Belagavi,KA,2023-12-28,Gold,54
C00961,Sourabh,Male,Patiala,PB,2024-07-01,None,59
C00962,Vishal,Male,Nashik,MH,2024-12-13,Platinum,55
C00963,Neha,Female,Jaipur,RJ,2024-08-11,None,55
C00964,Minakshi,Female,Thane,MH,2024-01-31,Silver,28
C00965,Sharda,Female,Palghar,MH,2023-04-03,Silver,48
C00966,Anamika,Female,Amritsar,PB,2024-01-29,Gold,38
C00967,Prem,Male,Belagavi,KA,2023-01-09,None,68
C00968,Ankita,Female,Mysuru,KA,2025-03-19,None,37
C00969,Ankita,Female,Udaipur,RJ,2023-01-14,Gold,35
C00970,Param,Male,Belagavi,KA,2025-02-23,Gold,47
C00971,Sourabh,Male,Mangaluru,KA,2024-03-04,None,20
C00972,Brijesh,Male,Thane,MH,2023-12-02,Gold,20
C00973,Aarti,Female,Hubballi-Dharwad,KA,2025-05-18,Platinum,35
C00974,Anamika,Female,Vasai,MH,2024-07-19,Silver,54
C00975,Dhoni,Male,Nashik,MH,2024-02-07,Silver,51
C00976,Amol,Male,Hubballi-Dharwad,KA,2024-09-07,None,38
C00977,Anamika,Female,Dadar,MH,2023-05-13,Gold,66
C00978,Dhriti,Female,Palghar,MH,2024-05-25,Gold,43
C00979,Param,Male,Palghar,MH,2025-04-06,Gold,35
C00980,Sourabh,Male,Solapur,MH,2024-02-20,Platinum,65
C00981,Ankita,Female,Patiala,PB,2023-10-20,Platinum,30
C00982,Param,Male,Palghar,MH,2025-01-15,Silver,43
C00983,Dhriti,Female,Chennai,TN,2024-05-22,Gold,27
C00984,Arafat,Male,Palghar,MH,2024-08-20,Platinum,42
C00985,Arafat,Male,Jalandhar,PB,2023-04-12,Silver,68
C00986,Param,Male,Jalandhar,PB,2025-02-18,Gold,25
C00987,Priya,Female,Jaipur,RJ,2024-04-08,None,26
C00988,Suraj,Male,Hubballi-Dharwad,KA,2024-05-18,Platinum,54
C00989,Ankita,Female,Udaipur,RJ,2023-03-13,Silver,30
C00990,Brijesh,Male,Thane,MH,2023-11-05,Platinum,40
C00991,Arafat,Male,Belagavi,KA,2023-12-16,Platinum,56
C00992,Dhriti,Female,Belagavi,KA,2025-03-23,Platinum,41
C00993,Anamika,Female,Jalandhar,PB,2024-12-16,Gold,37
C00994,Anjali,Female,Jaipur,RJ,2023-06-15,Silver,33
C00995,Briti,Female,Surat,GJ,2024-11-21,Silver,48
C00996,Amit,Male,Dadar,MH,2023-07-23,Platinum,60
C00997,Arafat,Male,Palghar,MH,2023-04-11,Silver,45
C00998,Sakhshi,Female,Mysuru,KA,2023-07-06,None,68
C00999,Brijesh,Male,Mysuru,KA,2023-05-31,Platinum,20
C01000,Rahul,Male,Jaipur,RJ,2024-11-14,None,18
C01001,Vishal,Male,Jaipur,RJ,2025-04-14,Platinum,37
C01002,Neha,Female,Bengaluru,KA,2024-05-09,Silver,35
C01003,Priya,Female,Bengaluru,KA,2025-02-05,Platinum,29
C01004,Nitesh,Male,Amritsar,PB,2023-10-18,Gold,59
C01005,Prem,Male,Jalandhar,PB,2024-01-14,Silver,26
C01006,Ajay,Male,Belagavi,KA,2024-12-24,Silver,19
C01007,Ajay,Male,Palghar,MH,2024-11-15,Silver,35
C01008,Vishal,Male,Mysuru,KA,2025-03-14,Silver,56
C01009,Suraj,Male,Dadar,MH,2025-05-04,Gold,48
C01010,Arafat,Male,Vasai,MH,2024-12-23,None,22
C01011,Sharda,Female,Chennai,TN,2024-06-28,Platinum,64
C01012,Sneha,Female,Bengaluru,KA,2025-05-03,Platinum,63
C01013,Vishal,Male,Nashik,MH,2023-08-14,Silver,42
C01014,Sourabh,Male,Patiala,PB,2024-01-20,Gold,30
C01015,Anjali,Female,Nashik,MH,2025-04-18,Platinum,67
C01016,Sharda,Female,Madhurai,TN,2024-10-30,Gold,22
C01017,Prince,Male,Chennai,TN,2023-08-28,Platinum,48
C01018,Dhoni,Male,Bengaluru,KA,2025-03-05,Silver,35
C01019,Anamika,Female,Belagavi,KA,2023-01-23,None,30
C01020,Sonu,Male,Palghar,MH,2023-01-22,Platinum,24
C01021,Dhriti,Female,Palghar,MH,2023-07-21,Gold,48
C01022,Sonu,Male,Belagavi,KA,2023-10-24,None,67
C01023,Sonu,Male,Palghar,MH,2024-08-22,None,58
C01024,Brijesh,Male,Patiala,PB,2023-11-07,None,37
C01025,Arafat,Male,Belagavi,KA,2023-12-29,None,44
C01026,Nitesh,Male,Amritsar,PB,2023-10-28,Platinum,46
C01027,Shreya,Female,Belagavi,KA,2025-04-25,Silver,26
C01028,Rahul,Male,Jaipur,RJ,2024-11-14,Gold,55
C01029,Arafat,Male,Belagavi,KA,2024-02-07,Gold,55
C01030,Aarti,Female,Dadar,MH,2023-11-13,Platinum,52
C01031,Dhoni,Male,Ludhiyana,PB,2024-10-09,None,64
C01032,Suraj,Male,Hubballi-Dharwad,KA,2024-05-22,None,37
C01033,Ankita,Female,Udaipur,RJ,2024-10-20,None,69
C01034,Brijesh,Male,Nashik,MH,2023-06-05,Silver,24
C01035,Anamika,Female,Amritsar,PB,2025-06-14,Silver,64
C01036,Prem,Male,Jalandhar,PB,2025-02-28,Silver,41
C01037,Prince,Male,Chennai,TN,2023-09-29,Platinum,51
C01038,Priya,Female,Pune,MH,2025-02-05,Silver,36
C01039,Brijesh,Male,Mysuru,KA,2023-10-19,Platinum,44
C01040,Suraj,Male,Dadar,MH,2023-07-31,Silver,61
C01041,Sonu,Male,Jalandhar,PB,2025-06-17,Gold,33
C01042,Amol,Male,Amritsar,PB,2024-09-06,None,20
C01043,Dhoni,Male,Pune,MH,2023-04-06,None,21
C01044,Briti,Female,Jalandhar,PB,2025-05-25,None,20
C01045,Briti,Female,Belagavi,KA,2025-05-29,None,59
C01046,Prince,Male,Belagavi,KA,2023-10-25,Silver,26
C01047,Dhoni,Male,Pune,MH,2023-10-03,Silver,25
C01048,Aarti,Female,Hubballi-Dharwad,KA,2024-11-12,Silver,54
C01049,Param,Male,Palghar,MH,2025-01-25,Silver,52
C01050,Suraj,Male,Dadar,MH,2024-05-06,Silver,60
C01051,Prem,Male,Belagavi,KA,2023-01-21,None,33
C01052,Sakhshi,Female,Thane,MH,2023-07-21,None,34
C01053,Anamika,Female,Belagavi,KA,2025-01-28,Silver,55
C01054,Sourabh,Male,Solapur,MH,2024-05-09,Platinum,43
C01055,Minakshi,Female,Solapur,MH,2024-02-25,Platinum,25
C01056,Rahul,Male,Mysuru,KA,2024-09-17,Silver,50
C01057,Prince,Male,Palghar,MH,2024-01-30,None,67
C01058,Dhoni,Male,Bengaluru,KA,2024-01-02,Gold,65
C01059,Suraj,Male,Amritsar,PB,2023-05-21,None,66
C01060,Brijesh,Male,Thane,MH,2023-08-31,Silver,21
C01061,Ankita,Female,Nashik,MH,2023-04-20,Gold,65
C01062,Brijesh,Male,Thane,MH,2023-08-12,Silver,43
C01063,Dhoni,Male,Bengaluru,KA,2024-10-03,Gold,54
C01064,Anjali,Female,Patiala,PB,2023-09-13,Silver,67
C01065,Sharda,Female,Jalandhar,PB,2024-09-30,None,58
C01066,Briti,Female,Palghar,MH,2025-04-22,Platinum,51
C01067,Amit,Male,Belagavi,KA,2024-07-01,Platinum,34
C01068,Prince,Male,Jalandhar,PB,2024-07-29,Platinum,47
C01069,Anjali,Female,Jaipur,RJ,2024-01-13,None,65
C01070,Brijesh,Male,Mysuru,KA,2023-03-22,Gold,50
C01071,Sonu,Male,Belagavi,KA,2025-05-12,Silver,32
C01072,Anamika,Female,Vasai,MH,2023-02-04,None,32
C01073,Rahul,Male,Mysuru,KA,2025-05-15,Silver,24
C01074,Prince,Male,Belagavi,KA,2024-04-26,Platinum,25
C01075,Arafat,Male,Madhurai,TN,2024-08-30,Gold,46
C01076,Anjali,Female,Mysuru,KA,2023-08-17,Platinum,44
C01077,Anjali,Female,Patiala,PB,2024-08-13,Gold,61
C01078,Minakshi,Female,Patiala,PB,2024-10-26,Silver,23
C01079,Ajay,Male,Patiala,PB,2024-12-28,Gold,51
C01080,Dhriti,Female,Palghar,MH,2025-01-28,None,63
C01081,Anamika,Female,Madhurai,TN,2023-08-22,Platinum,62
C01082,Arafat,Male,Palghar,MH,2023-08-20,Gold,35
C01083,Vivek,Male,Ahmedabad,GJ,2024-09-24,Platinum,69
C01084,Anjali,Female,Nashik,MH,2024-04-17,Platinum,60
C01085,Sourabh,Male,Ahmedabad,GJ,2024-07-12,None,58
C01086,Sourabh,Male,Solapur,MH,2024-03-03,Silver,29
C01087,Minakshi,Female,Ahmedabad,GJ,2024-03-13,Platinum,67
C01088,Brijesh,Male,Nashik,MH,2023-06-20,Platinum,24
C01089,Dhoni,Male,Mumbai,MH,2024-03-02,Silver,50
C01090,Sourabh,Male,Thane,MH,2024-01-27,Gold,65
C01091,Nitesh,Male,Dadar,MH,2024-11-21,Platinum,22
C01092,Anamika,Female,Amritsar,PB,2023-07-20,None,19
C01093,Brijesh,Male,Udaipur,RJ,2025-06-19,Gold,47
C01094,Nitesh,Male,Dadar,MH,2024-10-20,None,33
C01095,Arafat,Male,Madhurai,TN,2024-04-21,Gold,33
C01096,Ankita,Female,Mysuru,KA,2024-04-19,Platinum,47
C01097,Dhoni,Male,Bengaluru,KA,2025-05-06,Gold,22
C01098,Dhoni,Male,Mysuru,KA,2024-02-10,Gold,64
C01100,Briti,Female,Palghar,MH,2024-12-28,Silver,24
C01101,Amit,Male,Amritsar,PB,2024-07-20,Silver,50
C01102,Sonu,Male,Palghar,MH,2025-05-06,Platinum,18
C01103,Minakshi,Female,Thane,MH,2023-12-16,Gold,24
C01104,Dhoni,Male,Ludhiyana,PB,2024-01-07,Platinum,67
C01105,Vivek,Male,Solapur,MH,2024-09-23,Silver,21
C01106,Anamika,Female,Belagavi,KA,2023-01-21,Platinum,66
C01107,Sonu,Male,Belagavi,KA,2025-06-02,Platinum,48
C01108,Suraj,Male,Amritsar,PB,2023-06-02,Platinum,33
C01109,Priya,Female,Pune,MH,2023-03-05,Platinum,43
C01110,Sakhshi,Female,Nashik,MH,2023-04-22,Silver,70
C01111,Ankita,Female,Mysuru,KA,2025-05-19,None,53
C01112,Amol,Male,Hubballi-Dharwad,KA,2024-09-30,Silver,65
C01113,Brijesh,Male,Mysuru,KA,2023-09-20,None,40
C01114,Amol,Male,Hubballi-Dharwad,KA,2023-09-30,Silver,49
C01115,Dhoni,Male,Bengaluru,KA,2024-05-03,Silver,28
C01116,Prince,Male,Chennai,TN,2023-11-26,Silver,70
C01117,Dhoni,Male,Ludhiyana,PB,2024-12-11,Platinum,62
C01118,Anamika,Female,Belagavi,KA,2024-07-15,None,43
C01119,Anamika,Female,Belagavi,KA,2024-07-20,Gold,65
C01120,Nitesh,Male,Amritsar,PB,2023-10-10,Platinum,20
C01121,Arafat,Male,Palghar,MH,2024-04-20,Gold,20
C01122,Brijesh,Male,Mysuru,KA,2023-06-09,None,59
C01123,Vivek,Male,Mangaluru,KA,2024-09-09,Silver,49
C01124,Priya,Female,Ludhiyana,PB,2023-09-05,Silver,53
C01125,Arafat,Male,Belagavi,KA,2025-04-08,Silver,36
C01126,Anjali,Female,Nashik,MH,2024-02-13,Silver,68
C01127,Neha,Female,Bengaluru,KA,2024-12-08,Silver,32
C01128,Suraj,Male,Hubballi-Dharwad,KA,2023-03-23,Silver,27
C01129,Amol,Male,Hubballi-Dharwad,KA,2023-09-19,Gold,50
C01130,Minakshi,Female,Ahmedabad,GJ,2024-08-05,Platinum,24
C01131,Sakhshi,Female,Nashik,MH,2023-05-16,None,23
C01132,Sneha,Female,Ludhiyana,PB,2023-04-02,Silver,46
C01133,Sonu,Male,Chennai,TN,2023-02-22,Platinum,43
C01134,Aarti,Female,Dadar,MH,2023-11-24,Platinum,52
C01135,Anamika,Female,Belagavi,KA,2023-12-08,Platinum,20
C01136,Amol,Male,Hubballi-Dharwad,KA,2024-09-28,Platinum,68
C01137,Vivek,Male,Ahmedabad,GJ,2024-08-16,Platinum,39
C01138,Brijesh,Male,Mysuru,KA,2023-06-22,Platinum,33
C01139,Anamika,Female,Vasai,MH,2023-07-11,None,56
C01140,Brijesh,Male,Patiala,PB,2023-01-08,Silver,53
C01141,Sonu,Male,Jalandhar,PB,2024-05-23,Gold,33
C01142,Priya,Female,Bengaluru,KA,2025-04-07,Platinum,52
C01143,Ankita,Female,Patiala,PB,2023-02-01,None,20
C01144,Dhriti,Female,Jalandhar,PB,2023-02-25,Platinum,44
C01145,Suraj,Male,Hubballi-Dharwad,KA,2023-05-24,Gold,27
C01146,Anamika,Female,Amritsar,PB,2024-06-02,Silver,70
C01147,Dhoni,Male,Ludhiyana,PB,2023-05-09,Platinum,56
C01148,Prem,Male,Jalandhar,PB,2024-02-26,Platinum,67
C01149,Sneha,Female,Mumbai,MH,2024-04-03,Gold,22
C01150,Anamika,Female,Vasai,MH,2023-02-06,Platinum,48
C01151,Sourabh,Male,Patiala,PB,2024-01-09,Platinum,59
C01152,Ankita,Female,Nashik,MH,2025-02-20,Silver,26
C01153,Priya,Female,Nashik,MH,2023-11-06,Gold,47
C01154,Brijesh,Male,Udaipur,RJ,2023-04-14,None,33
C01155,Dhoni,Male,Ludhiyana,PB,2025-04-03,Gold,33
C01156,Brijesh,Male,Mysuru,KA,2023-12-18,None,22
C01157,Arafat,Male,Jalandhar,PB,2023-02-01,Gold,26
C01158,Briti,Female,Palghar,MH,2024-12-04,None,69
C01159,Minakshi,Female,Thane,MH,2024-01-06,Platinum,22
C01160,Minakshi,Female,Mangaluru,KA,2024-09-23,Platinum,56
C01161,Ajay,Male,Mangaluru,KA,2024-11-16,Platinum,33
C01162,Arafat,Male,Palghar,MH,2024-08-15,Gold,40
C01163,Arafat,Male,Madhurai,TN,2023-04-25,None,43
C01164,Sakhshi,Female,Thane,MH,2023-11-01,None,32
C01165,Anamika,Female,Vasai,MH,2024-02-28,None,50
C01166,Brijesh,Male,Mysuru,KA,2023-07-10,None,55
C01167,Priya,Female,Pune,MH,2023-07-06,Gold,70
C01168,Anjali,Female,Ludhiyana,PB,2024-09-12,None,69
C01169,Sourabh,Male,Patiala,PB,2024-07-18,Silver,55
C01170,Amol,Male,Hubballi-Dharwad,KA,2024-09-30,Platinum,51
C01171,Rahul,Male,Patiala,PB,2024-12-18,Gold,40
C01172,Samiksha,Female,Hubballi-Dharwad,KA,2023-09-06,Gold,49
C01173,Anjali,Female,Mysuru,KA,2023-09-14,Silver,34
C01174,Dhoni,Male,Bengaluru,KA,2023-03-05,Platinum,60
C01175,Priya,Female,Nashik,MH,2023-10-07,Gold,64
C01176,Anamika,Female,Belagavi,KA,2025-06-09,Silver,23
C01177,Briti,Female,Jalandhar,PB,2025-02-04,Silver,70
C01178,Dhriti,Female,Palghar,MH,2023-07-25,Gold,70
C01179,Sourabh,Male,Patiala,PB,2024-01-04,Gold,53
C01180,Sonu,Male,Jalandhar,PB,2024-02-24,Gold,66
C01181,Suraj,Male,Dadar,MH,2023-03-27,Platinum,63
C01182,Dhoni,Male,Mysuru,KA,2024-04-11,Platinum,55
C01183,Dhoni,Male,Mumbai,MH,2025-01-03,None,22
C01184,Sneha,Female,Bengaluru,KA,2025-03-03,Silver,46
C01185,Dhriti,Female,Belagavi,KA,2025-01-28,Gold,31
C01186,Dhriti,Female,Jalandhar,PB,2024-02-25,Gold,36
C01187,Sneha,Female,Mumbai,MH,2024-10-01,None,32
C01188,Ankita,Female,Mysuru,KA,2023-11-20,Gold,68
C01189,Dhriti,Female,Belagavi,KA,2023-05-21,None,29
C01190,Sneha,Female,Bengaluru,KA,2023-09-01,Platinum,47
C01191,Anamika,Female,Belagavi,KA,2024-12-19,Gold,38
C01192,Anjali,Female,Patiala,PB,2023-12-15,Silver,49
C01193,Dhriti,Female,Jalandhar,PB,2024-03-26,Gold,23
C01194,Dhriti,Female,Belagavi,KA,2025-06-18,Gold,40
C01195,Rahul,Male,Udaipur,RJ,2023-05-16,Silver,40
C01196,Minakshi,Female,Patiala,PB,2023-12-23,None,48
C01197,Sonu,Male,Jalandhar,PB,2025-02-24,Gold,61
C01198,Anjali,Female,Jaipur,RJ,2024-06-14,Gold,43
C01199,Param,Male,Jalandhar,PB,2025-02-11,Gold,37
C01200,Minakshi,Female,Patiala,PB,2024-07-05,Platinum,29
C01201,Sakhshi,Female,Thane,MH,2023-09-24,Silver,32
C01202,Sneha,Female,Ludhiyana,PB,2025-03-01,None,25
C01203,Sakhshi,Female,Patiala,PB,2023-10-08,Gold,60
C01204,Minakshi,Female,Ahmedabad,GJ,2024-06-17,Platinum,48
C01205,Minakshi,Female,Patiala,PB,2024-10-04,Gold,67
C01206,Briti,Female,Palghar,MH,2025-04-25,Platinum,45
C01207,Aarti,Female,Hubballi-Dharwad,KA,2025-05-19,Platinum,70
C01208,Briti,Female,Mangaluru,KA,2024-12-10,Silver,58
C01209,Anamika,Female,Belagavi,KA,2024-12-23,None,30
C01210,Sourabh,Male,Thane,MH,2023-12-26,None,67
C01211,Nitesh,Male,Amritsar,PB,2024-10-27,Platinum,56
C01212,Anamika,Female,Belagavi,KA,2023-01-23,Gold,22
C01213,Anjali,Female,Mysuru,KA,2023-07-16,None,50
C01214,Nitesh,Male,Hubballi-Dharwad,KA,2024-10-03,Gold,23
C01215,Sourabh,Male,Thane,MH,2024-01-30,Silver,31
C01216,Dhoni,Male,Ludhiyana,PB,2024-01-12,None,60
C01217,Sharda,Female,Madhurai,TN,2025-04-05,Silver,18
C01218,Brijesh,Male,Patiala,PB,2023-01-04,Silver,33
C01219,Anamika,Female,Belagavi,KA,2024-02-18,Silver,57
C01220,Priya,Female,Ludhiyana,PB,2023-10-07,None,42
C01221,Brijesh,Male,Nashik,MH,2023-04-06,Gold,65
C01222,Anamika,Female,Vasai,MH,2023-02-19,Gold,53
C01223,Amit,Male,Amritsar,PB,2024-07-11,Gold,63
C01224,Suraj,Male,Hubballi-Dharwad,KA,2024-11-08,Silver,70
C01225,Anamika,Female,Dadar,MH,2024-06-08,Gold,31
C01226,Brijesh,Male,Nashik,MH,2023-06-09,None,30
C01227,Sourabh,Male,Mangaluru,KA,2024-06-02,Silver,30
C01228,Dhriti,Female,Jalandhar,PB,2024-03-21,None,5
C01229,Minakshi,Female,Patiala,PB,2023-12-25,Gold,56
C01230,Dhriti,Female,Belagavi,KA,2025-06-15,Silver,31
C01231,Minakshi,Female,Mysuru,KA,2023-11-20,None,33
C01232,Sharda,Female,Madhurai,TN,2024-04-30,Platinum,61
